store,address,phone,address2,_GC_TYPE,_CLEANADDR,_Y,_X
강남대로센터점,서울시 강남구 강남대로442 흥국화재빌딩 2층,02-565-3345,서울특별시 강남구 강남대로442 흥국화재빌딩 2층,정,서울특별시 강남구 강남대로 442 (역삼동),127.0260457,37.50208021
명동성당앞점,"서울시 중구 명동길 73 1,2층",02-777-3363,"서울특별시 중구 명동길 73 1,2층",유,서울특별시 중구 명동길 73 (명동1가),126.9862315,37.56438951
내방역7번출구유중아트점,서울시 서초구 방배로178 유중아트센터1층,02-592-8861,서울특별시 서초구 방배로178 유중아트센터1층,정,서울특별시 서초구 방배로 178 (방배동),126.9928306,37.48955184
시청역7번출구점,서울시 중구 세종대로84 2층,02-754-8852,서울특별시 중구 세종대로84 2층,정,서울특별시 중구 세종대로 84 (태평로2가),126.9771791,37.56365681
여의도교보증권카페점,서울시 영등포구 의사당대로 97 교보증권빌딩 2층,02-785-8845,서울특별시 영등포구 의사당대로 97 교보증권빌딩 2층,정,서울특별시 영등포구 의사당대로 97 (여의도동),126.9245859,37.522516
여의도신영증권별관점,서울시 영등포구 국제금융로8길6 신영증권별관빌딩2층,02-782-1125,서울특별시 영등포구 국제금융로8길6 신영증권별관빌딩2층,정,서울특별시 영등포구 국제금융로8길 6 (여의도동),126.9296974,37.52180856
석촌호수점,서울시 송파구 석촌호수로 222 제이타워 1층,02-415-1235,서울특별시 송파구 석촌호수로 222 제이타워 1층,정,서울특별시 송파구 석촌호수로 222 (석촌동),127.1015608,37.50704803
오리역애플플라자점,경기도 성남시 분당구 탄천상로151번길20 월드쇼핑 B동 1층,031-715-5638,경기도 성남시 분당구 탄천상로151번길20 월드쇼핑 B동 1층,정,경기도 성남시 분당구 탄천상로151번길 20 (구미동),127.1067426,37.34081527
타임스퀘어점,서울시 영등포구 영중로15 타임스퀘어 1층,02-2635-8830,서울특별시 영등포구 영중로15 타임스퀘어 1층,정,서울특별시 영등포구 영중로 15 (영등포동4가),126.9036441,37.51719606
광교아브뉴프랑점,"경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 1층 A122,123호",031-216-9308,"경기도 수원시 영통구 이의동 1332 광교아브뉴프랑 1층 A122,123호",정,경기도 수원시 영통구 이의동 1332,127.0505266,37.29066047
신천역점,서울시 송파구 올림픽로100 효창타워1층,02-417-8851,서울특별시 송파구 올림픽로100 효창타워1층,정,서울특별시 송파구 올림픽로 100 (잠실동),127.0816891,37.51141563
이태원제일기획옆점,서울시 용산구 이태원로220(한남동) 1층,02-792-3560,서울특별시 용산구 이태원로220(한남동) 1층,정,서울특별시 용산구 이태원로 220 (한남동),126.998481,37.5348153
인천공항탑승동105gate앞점,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68,032-743-7223,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-68,정,인천광역시 중구 공항로 272 (운서동),126.4520047,37.44978412
광장동대한제지점,서울시 광진구 아차산로563(광장동) 대한제지빌딩 로비층,02-458-8166,서울특별시 광진구 아차산로563(광장동) 대한제지빌딩 로비층,정,서울특별시 광진구 아차산로 563 (광장동),127.1029123,37.54410508
CBTL(커피빈)파르나스몰점,서울시 강남구 테헤란로521 파르나스몰 지하1층,02-538-2008,서울특별시 강남구 테헤란로521 파르나스몰 지하1층,정,서울특별시 강남구 테헤란로 521 (삼성동),127.0606288,37.50917454
현대프리미엄아울렛김포점,경기 김포시 고촌읍 전호리 654번지 현대프리미엄아울렛김포3층 618호,031-8048-2618,경기도 김포시 고촌읍 전호리 654번지 현대프리미엄아울렛김포3층 618호,정,경기도 김포시 고촌읍 전호리 654,126.7855695,37.59938288
도심공항점,서울시 강남구 테헤란로87길22 도심공항터미널 지하1층,02-551-6456,서울특별시 강남구 테헤란로87길22 도심공항터미널 지하1층,정,서울특별시 강남구 테헤란로87길 22 (삼성동),127.0594435,37.50963206
강남역GT타워옆점,서울시 서초구 서초대로73길12 세계빌딩1층,02-592-0053,서울특별시 서초구 서초대로73길12 세계빌딩1층,정,서울특별시 서초구 서초대로73길 12 (서초동),127.0257345,37.49856062
포항영일대점,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호,054-241-3372,경상북도 포항시 북구 삼호로265번길1 NB-City복합시설1층104호,정,경상북도 포항시 북구 삼호로265번길 1 (두호동),129.379681,36.06154818
을지로입구역점,"서울시 중구 남대문로10길 6 1,2층",02-752-3348,"서울특별시 중구 남대문로10길 6 1,2층",유,서울특별시 중구 남대문로10길 6 (수하동),126.9832541,37.56689439
엔터식스한양대점,서울시 성동구 왕십리로241 서울숲더샵 판매시설201동 지하2층,02-6454-6216,서울특별시 성동구 왕십리로241 서울숲더샵 판매시설201동 지하2층,정,서울특별시 성동구 왕십리로 241 (행당동),127.040281,37.55582043
신논현역점,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,02-569-9061,서울특별시 강남구 봉은사로108 글라스톤빌딩1층,정,서울특별시 강남구 봉은사로 108 (역삼동),127.0255939,37.50453485
낙성대역점,"서울시 관악구 남부순환로1909 1,2층",02-875-3364,"서울특별시 관악구 남부순환로1909 1,2층",유,서울특별시 관악구 남부순환로 1909-2 (봉천동),126.9617178,37.4779658
인천공항탑승동130gate앞점,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-57,032-743-7213,인천광역시 중구 공항로272 인천국제공항탑승동3층 FB-C5-57,정,인천광역시 중구 공항로 272 (운서동),126.4520047,37.44978412
올림픽공원북2문앞점,서울시 강동구 강동대로193 1층,02-471-2372,서울특별시 강동구 강동대로193 1층,정,서울특별시 강동구 강동대로 193 (성내동),127.1280149,37.5245663
예술의전당앞점,"서울특별시 서초구 반포대로4(서초동) 2층, 3층",02-583-8856,"서울특별시 서초구 반포대로4(서초동) 2층, 3층",정,서울특별시 서초구 반포대로 4 (서초동),127.0131853,37.48121595
경주미탐시티점,경상북도 경주시 엑스포로80(천군동)1층,054-777-5982,경상북도 경주시 엑스포로80(천군동)1층,정,경상북도 경주시 엑스포로 80 (천군동),129.2898686,35.83455887
판교알파돔시티점,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층,031-8017-8556,경기도 성남시 분당구 판교역로145(백현동) 판교알파돔 C2-3블럭 1층,정,"경기도 성남시 분당구 판교역로 145, 2동 (백현동)",127.1091857,37.39406186
오목교역사거리점,"서울시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층",02-2653-8577,"서울특별시 양천구 오목로 350 목동썬텍씨티빌딩 1층,2층",정,서울특별시 양천구 오목로 350 (목동),126.8762482,37.52414187
고대참살이길점,"서울시 성북구 인촌로24길 25 (안암동5가) 2층,3층",02-923-7735,"서울특별시 성북구 인촌로24길 25 (안암동5가) 2층,3층",대,서울특별시 성북구,127.0280535,37.60709913
진주LH본사점,경상남도 진주시 충의로 19 LH진주사옥 홍보관1층,055-763-3520,경상남도 진주시 충의로 19 LH진주사옥 홍보관1층,정,경상남도 진주시 충의로 19 (충무공동),128.1457689,35.17816977
명동M플라자점,서울시 중구 명동8길 27(명동2가),02-752-0888,서울특별시 중구 명동8길 27(명동2가),정,서울특별시 중구 명동8길 27 (명동2가),126.985126,37.56257748
역삼동태광타워점,서울시 강남구 역삼동 718-20  태광타워 1층,02-569-9867,서울특별시 강남구 역삼동 718-20 태광타워 1층,정,서울특별시 강남구 역삼동 718-20,127.039915,37.50101613
상암DDMC점,서울시 마포구 상암동 1610번지 DDMC 지하 1층,02-375-0994,서울특별시 마포구 상암동 1610번지 DDMC 지하 1층,정,서울특별시 마포구 상암동 1610,126.8929236,37.57834403
삼성역글라스타워뒷점,서울시 강남구 영동대로85길 9 (대치동) 서전빌딩1층,02-552-3363,서울특별시 강남구 영동대로85길 9 (대치동) 서전빌딩1층,정,서울특별시 강남구 영동대로85길 9 (대치동),127.0628855,37.50710321
송도홈플러스점,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층,032-822-5905,인천광역시 연수구 송도국제대로 165(송도동) 홈플러스송도점1층,정,인천광역시 연수구 송도국제대로 165 (송도동),126.6563456,37.38023186
용산아이파크몰점,서울시 용산구 한강대로23길55 현대아이파크몰용산 서관6층,02-2012-0631,서울특별시 용산구 한강대로23길55 현대아이파크몰용산 서관6층,정,서울특별시 용산구 한강대로23길 55 (한강로3가),126.9648522,37.52983163
범계역로데오점,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층,031-476-9082,경기도 안양시 동안구 평촌대로 223번길 41(호계동 1045-9) 2층,정,경기도 안양시 동안구 평촌대로223번길 41 (호계동),126.9535091,37.39050613
상암한국지역정보개발원점,서울시 마포구 성암로301 KLID한국지역정보개발원 1층,02-376-9162,서울특별시 마포구 성암로301 KLID한국지역정보개발원 1층,정,서울특별시 마포구 성암로 301 (상암동),126.8879341,37.58242995
강서그랜드아이파크점,서울시 강서구 화곡6동 1095번지 1층,02-2699-7462,서울특별시 강서구 화곡6동 1095번지 1층,정,서울특별시 강서구 화곡동 1095,126.8512877,37.55489348
부천역점,경기도 부천시 부천로4 2층,032-668-7890,경기도 부천시 부천로4 2층,정,경기도 부천시 원미구 부천로 4 (심곡동),126.7834936,37.48447917
매헌역점,서울시 서초구 동산로 1  1층,02-2058-0921,서울특별시 서초구 동산로 1 1층,정,서울특별시 서초구 동산로 1 (양재동),127.0401486,37.46898668
마두역점,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층,031-932-7018,경기도 고양시 일산동구 중앙로 1193 마두법조빌딩 1층,정,경기도 고양시 일산동구 중앙로 1193 (장항동),126.7766283,37.65309545
분당정자점,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층,031-786-1906,경기도 성남시 분당구 정자일로 227(정자동) 백궁지엔느주차전용빌딩 1층,정,경기도 성남시 분당구 정자일로 227 (정자동),127.1056011,37.37071997
수원역점,"경기도 수원시 팔달구 매산로 11,  2층",031-248-9593,"경기도 수원시 팔달구 매산로 11, 2층",정,경기도 수원시 팔달구 매산로 11 (매산로1가),127.0027308,37.267452
연대동문회관점,"서울시 서대문구 대신동 50-5 1층,2층(B동)",02-362-8301,"서울특별시 서대문구 대신동 50-5 1층,2층(B동)",정,서울특별시 서대문구 대신동 50-5,126.943267,37.56310702
장안점,"서울시 동대문구 장안동 372-1, 1층 일부 및 2층 전체",02-2249-9826,"서울특별시 동대문구 장안동 372-1, 1층 일부 및 2층 전체",정,서울특별시 동대문구 장안동 372-1,127.070501,37.57095015
포스코옆삼성로86길점,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층,02-569-7501,서울특별시 강남구 삼성로86길 11 거봉빌딩 1층,정,서울특별시 강남구 삼성로86길 11 (대치동),127.0583046,37.50589611
송파파크하비오점,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,02-449-6881,서울특별시 송파구 송파대로 111 송파파크하비오 205동 1층 110-113,정,"서울특별시 송파구 송파대로 111, 110동 (문정동)",127.1231425,37.4811877
대치동나무병원점,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5),02-562-9605,서울특별시 강남구 영동대로 225 나무병원1층 (대치동994-5),정,서울특별시 강남구 영동대로 225 (대치동),127.0675784,37.49920587
파주운정홈플러스점,경기도 파주시 청암로 17번길 17 1층,031-949-1408,경기도 파주시 청암로 17번길 17 1층,정,경기도 파주시 청암로17번길 17 (목동동),126.7368046,37.72949995
평촌점,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층",031-426-9065,"경기도 안양시 동안구 시민대로327번길 6, W 에이스타워 1층",정,경기도 안양시 동안구 시민대로327번길 6 (관양동),126.9670095,37.39672405
서초역1번출구점,서울시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호,02-598-7741,서울특별시 서초구 서초대로 250 스타갤러리 브릿지 1층 101호,정,서울특별시 서초구 서초대로 250 (서초동),127.0091701,37.49198269
대치사거리점,서울시 강남구 삼성로 352 창진빌딩 1층 및 2층,02-569-9751,서울특별시 강남구 삼성로 352 창진빌딩 1층 및 2층,정,서울특별시 강남구 삼성로 352 (대치동),127.0590177,37.50303422
산본역점,경기도 군포시 광정로58 1층 104호 및 2층,031-399-8812,경기도 군포시 광정로58 1층 104호 및 2층,정,경기도 군포시 광정로 58 (산본동),126.9309808,37.35850861
수지동천점,경기 용인시 수지구 손곡로 95 송란빌딩 1층,031-896-9044,경기도 용인시 수지구 손곡로 95 송란빌딩 1층,정,경기도 용인시 수지구 손곡로 95 (동천동),127.0918152,37.33596614
홍대역8번출구점,서울시 마포구 양화로18안길 7 2층,02-338-9463,서울특별시 마포구 양화로18안길 7 2층,정,서울특별시 마포구 양화로18안길 7 (동교동),126.9251071,37.55683889
잠원논현역점,서울시 서초구 신반포로47길 5 건물전체 1~3층,02-541-7404,서울특별시 서초구 신반포로47길 5 건물전체 1~3층,정,서울특별시 서초구 신반포로47길 5 (잠원동),127.0194518,37.51096128
강남대점,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층,031-693-6312,경기도 용인시 기흥구 강남로 3 강남앤플러스 1층,정,경기도 용인시 기흥구 강남로 3 (구갈동),127.1260067,37.27110465
화정중앙공원점,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,031-979-9402,경기도 고양시 덕양구 화신로260번길 26 동민프라자 1층 103~107호,정,경기도 고양시 덕양구 화신로260번길 26 (화정동),126.8329918,37.6317165
해운대점,부산시 해운대구 해운대 해변로277 다옴빌딩1층,051-746-8214,부산광역시 해운대구 해운대 해변로277 다옴빌딩1층,정,부산광역시 해운대구 해운대해변로 277 (중동),129.1615558,35.15987373
문래동점,서울시 영등포구 문래동6가 5번지 1층,02-2069-3157,서울특별시 영등포구 문래동6가 5번지 1층,정,서울특별시 영등포구 문래동6가 5,126.8890531,37.51964401
부천상동점,경기도 부천시 길주로 111 센타플라자 1층,032-329-9471,경기도 부천시 길주로 111 센타플라자 1층,정,경기도 부천시 원미구 길주로 111 (상동),126.7548851,37.50632316
합정푸르지오점,"서울특별시 마포구 월드컵로 3길 14, 푸르지오 2차 1층",02-338-7684,"서울특별시 마포구 월드컵로 3길 14, 푸르지오 2차 1층",정,서울특별시 마포구 월드컵로3길 14 (합정동),126.9115438,37.55105012
천호역점,서울시 강동구 올림픽로 659 쌍용플래티넘리버 1층,02-488-5912,서울특별시 강동구 올림픽로 659 쌍용플래티넘리버 1층,정,서울특별시 강동구 올림픽로 659 (천호동),127.1235524,37.54033386
상봉역점,서울특별시 중랑구 망우로 291 1층,02-493-8902,서울특별시 중랑구 망우로 291 1층,정,서울특별시 중랑구 망우로 291 (상봉동),127.0847927,37.59644923
수원망포역점,경기도 수원시 영통구 영통로 214번길 8 1층,031-273-8751,경기도 수원시 영통구 영통로 214번길 8 1층,정,경기도 수원시 영통구 영통로214번길 8 (영통동),127.0575726,37.24622512
송파파크하비오B1점,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층",02-449-6797,"서울특별시 송파구 송파대로 111, 송파 파크하비오 하비오길 극장로 203동 지하1층",정,"서울특별시 송파구 송파대로 111, 203동 (문정동)",127.1240581,37.48159456
안양1번가점,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층,031-468-9096,경기도 안양시 만안구 안양로304번길 12 세진빌딩 2층,정,경기도 안양시 만안구 안양로304번길 12 (안양동),126.9218915,37.3995648
평택소사점,"경기도 평택시 평남로 862, 로이드빌딩 1층",031-692-2405,"경기도 평택시 평남로 862, 로이드빌딩 1층",정,경기도 평택시 평남로 862 (비전동),127.1114675,37.00048814
문정역엠스테이트점,서울 송파구 문정동 643-1번지 엠스테이트 B동 지하1층,02-6177-9080,서울특별시 송파구 문정동 643-1번지 엠스테이트 B동 지하1층,정,서울특별시 송파구 문정동 643-1 B동,127.120875,37.48539479
강동경희대병원앞점,서울특별시 강동구 동남로 885 양지빌딩 1층,02-481-9938,서울특별시 강동구 동남로 885 양지빌딩 1층,정,서울특별시 강동구 동남로 885 (명일동),127.1559744,37.55262974
종각역점,서울시 종로구 종로 70 2층,02-739-6268,서울특별시 종로구 종로 70 2층,정,서울특별시 종로구 종로 70 (관철동),126.9851724,37.56984435
합정역점,"서울시 마포구 독막로 13, 2층",02-338-9178,"서울특별시 마포구 독막로 13, 2층",정,서울특별시 마포구 독막로 13 (합정동),126.9150558,37.5488117
강남역12번출구점,서울특별시 강남구 테헤란로 111 2층,02-569-5838,서울특별시 강남구 테헤란로 111 2층,정,서울특별시 강남구 테헤란로 111 (역삼동),127.0292603,37.49891425
서초부띠크모나코점,서울특별시 서초구 서초대로 397 부띠크모나코 1층,02-537-4662,서울특별시 서초구 서초대로 397 부띠크모나코 1층,정,서울특별시 서초구 서초대로 397 (서초동),127.0245172,37.4974695
구의삼성쉐르빌점,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,02-2201-8953,서울특별시 광진구 구의강변로 106 삼성쉐르빌 1층,정,서울특별시 광진구 구의강변로 106 (구의동),127.0948764,37.53987626
몽촌토성역점,"서울시 송파구 방이동 44-2, 장은빌딩 1층",02-2141-0407,"서울특별시 송파구 방이동 44-2, 장은빌딩 1층",정,서울특별시 송파구 방이동 44-2,127.1127492,37.51689998
노원역점,"서울시 노원구 노해로 490, 길빌딩 2층",02-952-9577,"서울특별시 노원구 노해로 490, 길빌딩 2층",정,서울특별시 노원구 노해로 490 (상계동),127.0624109,37.65440939
원주AK플라자점,강원도 원주시 봉화로1 AK플라자원주점 1층,033-748-0631,강원도 원주시 봉화로1 AK플라자원주점 1층,정,강원특별자치도 원주시 봉화로 1 (단계동),127.927647,37.34575494
위례2차아이파크점,서울시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,02-449-9703,서울특별시 송파구 위례광장로 230 위례2차 아이파크 B동 1층,정,서울특별시 송파구 위례광장로 230 (장지동),127.1433095,37.47970178
도곡동지오빌딩점,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",02-2058-3027,"서울특별시 강남구 도곡동 543-1, 지오빌딩 B1층",정,서울특별시 강남구 도곡동 543-1,127.041675,37.4922385
성균관대 자연과학캠퍼스점,"경기 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",031-278-7640,"경기도 수원시 장안구 서부로 2066, 성균관대 자연과학 캠퍼스 N센터 1층",정,경기도 수원시 장안구 서부로 2066 (천천동),126.9722367,37.29332441
신논현역2번출구점,서울시 서초구 강남대로 475 2층,02-541-9650,서울특별시 서초구 강남대로 475 2층,정,서울특별시 서초구 강남대로 475 (반포동),127.0238966,37.50475024
송도트리플스트리트점,"인천 연수구 송도과학로 16번길 33-4 D동 119호,207호",032-310-9644,"인천광역시 연수구 송도과학로 16번길 33-4 D동 119호,207호",정,인천광역시 연수구 송도과학로16번길 33-4 (송도동),126.6627979,37.37868682
부산수영역점,부산광역시 수영구 수영로 667 1층,051-759-9046,부산광역시 수영구 수영로 667 1층,정,부산광역시 수영구 수영로 667 (광안동),129.1144755,35.16533438
한티역디마크빌딩점,서울특별시 강남구 도곡로 408 디마크빌딩 1층,02-2052-6590,서울특별시 강남구 도곡로 408 디마크빌딩 1층,정,서울특별시 강남구 도곡로 408 (대치동),127.0552281,37.49660543
논현201-5번지점,"서울특별시 강남구  강남대로112길 20 1층, 2층",02-541-9563,"서울특별시 강남구 강남대로112길 20 1층, 2층",정,서울특별시 강남구 강남대로112길 20 (논현동),127.0260533,37.5055136
혜화역1번출구점,서울특별시 종로구 대학로 128 2층,02-766-7937,서울특별시 종로구 대학로 128 2층,정,서울특별시 종로구 대학로 128 (동숭동),127.0021545,37.58272268
현대시티몰가든파이브점,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,02-2673-2110,서울특별시 송파구 충민로 66 가든파이브 라이프동 테크노관 1층,정,서울특별시 송파구 충민로 66 (문정동),127.1251177,37.47771691
여의도SK증권빌딩점,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,02-6484-5150,서울특별시 영등포구 국제금융로8길31 여의도SK증권빌딩점 1층,정,서울특별시 영등포구 국제금융로8길 31 (여의도동),126.9280665,37.5197462
강북구청앞점,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",02-994-8878,"서울특별시 강북구 한천로 139길 25, 1층 일부 및 2층 (수유동 191-70)",정,서울특별시 강북구 한천로139길 25 (수유동),127.02574,37.63909724
응암동점,"서울시 은평구 은평로 121(응암동), 메디컬빌딩",02-389-6283,"서울특별시 은평구 은평로 121(응암동), 메디컬빌딩",정,서울특별시 은평구 은평로 121 (응암동),126.9210949,37.60044479
방이역4번출구점,서울 송파구 방이동 206-11,02-420-0386,서울특별시 송파구 방이동 206-11,정,서울특별시 송파구 방이동 206-11,127.1257908,37.50935154
부산정관점,"부산광역시 기장군 정관로 563 1층,2층",051-728-7435,"부산광역시 기장군 정관로 563 1층,2층",정,부산광역시 기장군 정관로 563 (정관읍),129.175635,35.32191711
한성대입구역점,서울특별시 성북구 삼선교로 12 1층,02-766-7951,서울특별시 성북구 삼선교로 12 1층,정,서울특별시 성북구 삼선교로 12 (삼선동1가),127.0071409,37.58758347
마곡마커스빌딩점,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,02-6905-3030,서울특별시 강서구 마곡동로 55 마커스빌딩 1층,정,서울특별시 강서구 마곡동로 55 (마곡동),126.8330485,37.56000466
인천공항 제2여객터미널 입구점,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),032-743-2894,인천광역시 중구 운서동 2868 인천공항 제2터미널 1층 연번(23-124),정,인천광역시 중구 운서동 2868,126.4337881,37.46863249
수원송죽DT점,경기도 수원시 장안구 경수대로 989,031-248-6086,경기도 수원시 장안구 경수대로 989,정,경기도 수원시 장안구 경수대로 989 (송죽동),127.0029262,37.30508764
부산서면서전로점,"부산광역시 부산진구 서전로 12, 1층",051-819-8708,"부산광역시 부산진구 서전로 12, 1층",정,부산광역시 부산진구 서전로 12 (부전동),129.0608682,35.15751872
성남신흥점,경기도 성남시 수정구 수정로 190 (신흥동),031-759-6675,경기도 성남시 수정구 수정로 190 (신흥동),정,경기도 성남시 수정구 수정로 190 (신흥동),127.1409788,37.44342226
수원인계DT점,경기도 수원시 팔달구 인계로79 (인계동),031-898-8818,경기도 수원시 팔달구 인계로79 (인계동),정,경기도 수원시 팔달구 인계로 79 (인계동),127.0264798,37.26887372
IFC MALL 3호점,서울시 영등포구 국제금융로10 IFC Mall L2(2층),02-6137-5056,서울특별시 영등포구 국제금융로10 IFC Mall L2(2층),정,서울특별시 영등포구 국제금융로 10 (여의도동),126.9259369,37.5250584
양천향교역점,서울특별시 강서구 강서로 457(마곡동),02-3665-9506,서울특별시 강서구 강서로 457(마곡동),정,서울특별시 강서구 강서로 457 (마곡동),126.8404154,37.56623866
동탄능동DT점,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",031-267-4182,"경기도 화성시 능동 453-4,453-8,454-1 소재 건물(1~3층)",정,경기도 화성시 능동 453-4,127.0563636,37.211003
동교동삼거리점,서울특별시 마포구 양화로 196(동교동),02-336-9198,서울특별시 마포구 양화로 196(동교동),정,서울특별시 마포구 양화로 196 (동교동),126.926518,37.55838925
신용산역래미안점,서울시 용산구 한강대로95,02-2074-1049,서울특별시 용산구 한강대로95,정,서울특별시 용산구 한강대로 95 (한강로2가),126.967263,37.52948265
서수원이마트점,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층",031-278-6593,"경기도 수원시 권선구 수인로 291(구운동), 이마트 서수원점 1층",정,경기도 수원시 권선구 수인로 291 (구운동),126.9702751,37.28267021
분당차병원본관앞점,경기도 성남시 분당구 야탑로64 DS타워 1층,031-8017-8243,경기도 성남시 분당구 야탑로64 DS타워 1층,정,경기도 성남시 분당구 야탑로 64 (야탑동),127.1259718,37.40948488
선릉역3번출구세방빌딩점,서울특별시 강남구 선릉로 433 세방빌딩 1층,02-2051-9328,서울특별시 강남구 선릉로 433 세방빌딩 1층,정,서울특별시 강남구 선릉로 433 (역삼동),127.0489015,37.50376716
